model,dataset,eval_accuracy
captain-eris-bmo-violent-12b,bbh_logical_deduction_three_objects,0.652
captain-eris-bmo-violent-12b,bbh_movie_recommendation,0.536
captain-eris-bmo-violent-12b,bbh_navigate,0.692
captain-eris-bmo-violent-12b,bbh_object_counting,0.364
captain-eris-bmo-violent-12b,bbh_penguins_in_a_table,0.5753424657534246
captain-eris-bmo-violent-12b,bbh_reasoning_about_colored_objects,0.536
captain-eris-bmo-violent-12b,bbh_ruin_names,0.476
captain-eris-bmo-violent-12b,bbh_snarks,0.6348314606741573
captain-eris-bmo-violent-12b,bbh_sports_understanding,0.8
captain-eris-bmo-violent-12b,bbh_temporal_sequences,0.352
captain-eris-bmo-violent-12b,bbh_tracking_shuffled_objects_seven_objects,0.104
captain-eris-bmo-violent-12b,bbh_tracking_shuffled_objects_three_objects,0.332
captain-eris-bmo-violent-12b,bbh_web_of_lies,0.488
captain-eris-bmo-violent-12b,gpqa,0.3095637583892617
captain-eris-bmo-violent-12b,gpqa_extended,0.315018315018315
captain-eris-bmo-violent-12b,GPQA,0.3013392857142857
captain-eris-bmo-violent-12b,math_algebra_hard,0.2052117263843648
captain-eris-bmo-violent-12b,math_counting_and_prob_hard,0.089430894308943
captain-eris-bmo-violent-12b,math_hard,0.1367069486404833
captain-eris-bmo-violent-12b,math_num_theory_hard,0.0974025974025974
captain-eris-bmo-violent-12b,math_prealgebra_hard,0.3212435233160621
captain-eris-bmo-violent-12b,math_precalculus_hard,0.0666666666666666
captain-eris-bmo-violent-12b,MMLU-Pro,0.3571309840425531
captain-eris-bmo-violent-12b,musr,0.4246031746031746
captain-eris-bmo-violent-12b,musr_murder_mysteries,0.592
captain-eris-bmo-violent-12b,musr_object_placements,0.30859375
captain-eris-bmo-violent-12b,musr_team_allocation,0.376
captain-eris-violet-v0-420-12b,Big-bench Hard,0.5448706821732339
captain-eris-violet-v0-420-12b,bbh_boolean_expressions,0.84
captain-eris-violet-v0-420-12b,bbh_causal_judgement,0.6203208556149733
captain-eris-violet-v0-420-12b,bbh_date_understanding,0.636
captain-eris-violet-v0-420-12b,bbh_disambiguation_qa,0.66
captain-eris-violet-v0-420-12b,bbh_formal_fallacies,0.504
captain-eris-violet-v0-420-12b,bbh_geometric_shapes,0.468
captain-eris-violet-v0-420-12b,bbh_hyperbaton,0.592
captain-eris-violet-v0-420-12b,bbh_logical_deduction_five_objects,0.476
captain-eris-violet-v0-420-12b,bbh_logical_deduction_seven_objects,0.504
captain-eris-violet-v0-420-12b,bbh_logical_deduction_three_objects,0.7360000000000001
captain-eris-violet-v0-420-12b,bbh_movie_recommendation,0.7280000000000001
captain-eris-violet-v0-420-12b,bbh_navigate,0.62
captain-eris-violet-v0-420-12b,bbh_object_counting,0.3960000000000001
captain-eris-violet-v0-420-12b,bbh_reasoning_about_colored_objects,0.628
captain-eris-violet-v0-420-12b,bbh_ruin_names,0.624
captain-eris-violet-v0-420-12b,bbh_salient_translation_error_detection,0.544
captain-eris-violet-v0-420-12b,bbh_snarks,0.6797752808988764
captain-eris-violet-v0-420-12b,bbh_temporal_sequences,0.376
captain-eris-violet-v0-420-12b,bbh_tracking_shuffled_objects_five_objects,0.212
captain-eris-violet-v0-420-12b,bbh_tracking_shuffled_objects_seven_objects,0.14
captain-eris-violet-v0-420-12b,bbh_tracking_shuffled_objects_three_objects,0.284
captain-eris-violet-v0-420-12b,gpqa,0.311241610738255
captain-eris-violet-v0-420-12b,gpqa_diamond,0.2878787878787879
captain-eris-violet-v0-420-12b,gpqa_extended,0.3131868131868132
captain-eris-violet-v0-420-12b,GPQA,0.3191964285714285
captain-eris-violet-v0-420-12b,math_algebra_hard,0.1585233441910966
captain-eris-violet-v0-420-12b,math_counting_and_prob_hard,0.040650406504065
captain-eris-violet-v0-420-12b,math_geometry_hard,0.0252525252525252
captain-eris-violet-v0-420-12b,math_hard,0.1012084592145015
captain-eris-violet-v0-420-12b,math_intermediate_algebra_hard,0.0273809523809523
captain-eris-violet-v0-420-12b,math_prealgebra_hard,0.2677029360967184
captain-eris-violet-v0-420-12b,math_precalculus_hard,0.019753086419753
captain-eris-violet-v0-420-12b,MMLU-Pro,0.3722573138297871
captain-eris-violet-v0-420-12b,musr,0.4325396825396825
captain-eris-violet-v0-420-12b,musr_murder_mysteries,0.604
captain-eris-violet-v0-420-12b,musr_object_placements,0.3671875
captain-eris-violet-v0-420-12b,musr_team_allocation,0.328
captain-bmo-12b,Big-bench Hard,0.5266446797431001
captain-bmo-12b,bbh_boolean_expressions,0.8000000000000002
captain-bmo-12b,bbh_disambiguation_qa,0.66
captain-bmo-12b,bbh_formal_fallacies,0.532
captain-bmo-12b,bbh_geometric_shapes,0.34
captain-bmo-12b,bbh_hyperbaton,0.604
captain-bmo-12b,bbh_logical_deduction_five_objects,0.424
captain-bmo-12b,bbh_logical_deduction_seven_objects,0.512
captain-bmo-12b,bbh_logical_deduction_three_objects,0.7079999999999999
captain-bmo-12b,bbh_movie_recommendation,0.68
captain-bmo-12b,bbh_navigate,0.64
captain-bmo-12b,bbh_object_counting,0.368
captain-bmo-12b,bbh_penguins_in_a_table,0.5205479452054794
captain-bmo-12b,bbh_salient_translation_error_detection,0.556
captain-bmo-12b,bbh_snarks,0.6067415730337079
captain-bmo-12b,bbh_sports_understanding,0.7159999999999999
captain-bmo-12b,bbh_temporal_sequences,0.304
captain-bmo-12b,bbh_tracking_shuffled_objects_five_objects,0.26
captain-bmo-12b,bbh_tracking_shuffled_objects_seven_objects,0.148
captain-bmo-12b,bbh_web_of_lies,0.512
captain-bmo-12b,gpqa,0.3196308724832215
captain-bmo-12b,gpqa_diamond,0.3181818181818182
captain-bmo-12b,gpqa_extended,0.3223443223443223
captain-bmo-12b,GPQA,0.3169642857142857
captain-bmo-12b,math_algebra_hard,0.2366992399565689
captain-bmo-12b,math_counting_and_prob_hard,0.089430894308943
captain-bmo-12b,math_hard,0.1351963746223564
captain-bmo-12b,math_intermediate_algebra_hard,0.044047619047619
captain-bmo-12b,math_num_theory_hard,0.0649350649350649
captain-bmo-12b,math_prealgebra_hard,0.3005181347150258
captain-bmo-12b,math_precalculus_hard,0.0493827160493827
captain-bmo-12b,MMLU-Pro,0.3568816489361702
captain-bmo-12b,musr_murder_mysteries,0.54
captain-bmo-12b,musr_object_placements,0.31640625
captain-bmo-12b,musr_team_allocation,0.268
carbonbeagle-11b,bbh_boolean_expressions,0.7760000000000001
carbonbeagle-11b,bbh_date_understanding,0.54
carbonbeagle-11b,bbh_disambiguation_qa,0.7120000000000001
carbonbeagle-11b,bbh_formal_fallacies,0.56
carbonbeagle-11b,bbh_geometric_shapes,0.472
carbonbeagle-11b,bbh_hyperbaton,0.576
carbonbeagle-11b,bbh_movie_recommendation,0.7239999999999999
carbonbeagle-11b,bbh_object_counting,0.336
carbonbeagle-11b,bbh_reasoning_about_colored_objects,0.596
carbonbeagle-11b,bbh_ruin_names,0.656
carbonbeagle-11b,bbh_salient_translation_error_detection,0.504
carbonbeagle-11b,bbh_snarks,0.6123595505617978
carbonbeagle-11b,bbh_sports_understanding,0.86
carbonbeagle-11b,bbh_tracking_shuffled_objects_three_objects,0.244
carbonbeagle-11b,bbh_web_of_lies,0.476
carbonbeagle-11b,gpqa,0.3020134228187919
carbonbeagle-11b,gpqa_diamond,0.2878787878787879
carbonbeagle-11b,gpqa_extended,0.2967032967032967
carbonbeagle-11b,GPQA,0.3147321428571428
carbonbeagle-11b,math_algebra_hard,0.0770901194353963
carbonbeagle-11b,math_counting_and_prob_hard,0.048780487804878
carbonbeagle-11b,math_geometry_hard,0.0151515151515151
carbonbeagle-11b,math_hard,0.059667673716012
carbonbeagle-11b,math_intermediate_algebra_hard,0.0166666666666666
carbonbeagle-11b,math_num_theory_hard,0.0519480519480519
carbonbeagle-11b,math_prealgebra_hard,0.1675302245250431
carbonbeagle-11b,math_precalculus_hard,0.0172839506172839
carbonbeagle-11b,musr,0.4007936507936508
carbonbeagle-11b,musr_murder_mysteries,0.556
carbonbeagle-11b,musr_object_placements,0.24609375
carbonbeagle-11b,musr_team_allocation,0.4040000000000001
carbonbeagle-11b-truthy,Big-bench Hard,0.5339350807151536
carbonbeagle-11b-truthy,bbh_boolean_expressions,0.824
carbonbeagle-11b-truthy,bbh_causal_judgement,0.5882352941176471
carbonbeagle-11b-truthy,bbh_disambiguation_qa,0.7280000000000001
carbonbeagle-11b-truthy,bbh_geometric_shapes,0.472
carbonbeagle-11b-truthy,bbh_hyperbaton,0.584
carbonbeagle-11b-truthy,bbh_logical_deduction_five_objects,0.496
carbonbeagle-11b-truthy,bbh_logical_deduction_seven_objects,0.452
carbonbeagle-11b-truthy,bbh_logical_deduction_three_objects,0.644
carbonbeagle-11b-truthy,bbh_movie_recommendation,0.6999999999999998
carbonbeagle-11b-truthy,bbh_navigate,0.612
carbonbeagle-11b-truthy,bbh_penguins_in_a_table,0.5068493150684932
carbonbeagle-11b-truthy,bbh_reasoning_about_colored_objects,0.564
carbonbeagle-11b-truthy,bbh_salient_translation_error_detection,0.532
carbonbeagle-11b-truthy,bbh_snarks,0.601123595505618
carbonbeagle-11b-truthy,bbh_sports_understanding,0.876
carbonbeagle-11b-truthy,bbh_temporal_sequences,0.408
carbonbeagle-11b-truthy,bbh_tracking_shuffled_objects_five_objects,0.208
carbonbeagle-11b-truthy,bbh_tracking_shuffled_objects_seven_objects,0.208
carbonbeagle-11b-truthy,bbh_tracking_shuffled_objects_three_objects,0.24
carbonbeagle-11b-truthy,bbh_web_of_lies,0.484
carbonbeagle-11b-truthy,gpqa,0.299496644295302
carbonbeagle-11b-truthy,gpqa_diamond,0.3131313131313131
carbonbeagle-11b-truthy,gpqa_extended,0.2875457875457875
carbonbeagle-11b-truthy,math_algebra_hard,0.0825190010857763
carbonbeagle-11b-truthy,math_geometry_hard,0.0328282828282828
carbonbeagle-11b-truthy,math_num_theory_hard,0.0194805194805194
carbonbeagle-11b-truthy,math_prealgebra_hard,0.1243523316062176
carbonbeagle-11b-truthy,math_precalculus_hard,0.0123456790123456
carbonbeagle-11b-truthy,MMLU-Pro,0.335688164893617
carbonbeagle-11b-truthy,musr,0.373015873015873
carbonbeagle-11b-truthy,musr_murder_mysteries,0.508
carbonbeagle-11b-truthy,musr_object_placements,0.25390625
carbonbeagle-11b-truthy,musr_team_allocation,0.36
carbonvillain-en-10-7b-v4,Big-bench Hard,0.5148411734073945
carbonvillain-en-10-7b-v4,bbh_boolean_expressions,0.7959999999999999
carbonvillain-en-10-7b-v4,bbh_causal_judgement,0.6577540106951871
carbonvillain-en-10-7b-v4,bbh_date_understanding,0.492
carbonvillain-en-10-7b-v4,bbh_formal_fallacies,0.584
carbonvillain-en-10-7b-v4,bbh_geometric_shapes,0.392
carbonvillain-en-10-7b-v4,bbh_hyperbaton,0.62
carbonvillain-en-10-7b-v4,bbh_logical_deduction_five_objects,0.448
carbonvillain-en-10-7b-v4,bbh_logical_deduction_three_objects,0.612
carbonvillain-en-10-7b-v4,bbh_movie_recommendation,0.68
carbonvillain-en-10-7b-v4,bbh_navigate,0.576
carbonvillain-en-10-7b-v4,bbh_object_counting,0.304
carbonvillain-en-10-7b-v4,bbh_penguins_in_a_table,0.4657534246575341
carbonvillain-en-10-7b-v4,bbh_reasoning_about_colored_objects,0.584
carbonvillain-en-10-7b-v4,bbh_ruin_names,0.636
carbonvillain-en-10-7b-v4,bbh_snarks,0.6235955056179775
carbonvillain-en-10-7b-v4,bbh_sports_understanding,0.824
carbonvillain-en-10-7b-v4,bbh_temporal_sequences,0.408
carbonvillain-en-10-7b-v4,bbh_tracking_shuffled_objects_five_objects,0.148
carbonvillain-en-10-7b-v4,bbh_tracking_shuffled_objects_seven_objects,0.16
carbonvillain-en-10-7b-v4,bbh_tracking_shuffled_objects_three_objects,0.28
carbonvillain-en-10-7b-v4,gpqa,0.3062080536912752
carbonvillain-en-10-7b-v4,gpqa_diamond,0.3181818181818182
carbonvillain-en-10-7b-v4,gpqa_extended,0.3058608058608059
carbonvillain-en-10-7b-v4,GPQA,0.3013392857142857
carbonvillain-en-10-7b-v4,math_algebra_hard,0.022801302931596
carbonvillain-en-10-7b-v4,math_counting_and_prob_hard,0.005420054200542
carbonvillain-en-10-7b-v4,math_geometry_hard,0.0025252525252525
carbonvillain-en-10-7b-v4,math_hard,0.0156092648539778
carbonvillain-en-10-7b-v4,math_intermediate_algebra_hard,0.0035714285714285
carbonvillain-en-10-7b-v4,math_num_theory_hard,0.0129870129870129
carbonvillain-en-10-7b-v4,math_prealgebra_hard,0.0483592400690846
carbonvillain-en-10-7b-v4,math_precalculus_hard,0.0024691358024691
carbonvillain-en-10-7b-v4,MMLU-Pro,0.3141622340425531
carbonvillain-en-10-7b-v4,musr,0.3955026455026455
carbonvillain-en-10-7b-v4,musr_murder_mysteries,0.568
carbonvillain-en-10-7b-v4,musr_object_placements,0.265625
carbonvillain-en-10-7b-v4,musr_team_allocation,0.356
casa-14b-sce,bbh_causal_judgement,0.6399286987522282
casa-14b-sce,bbh_date_understanding,0.7479999999999999
casa-14b-sce,bbh_formal_fallacies,0.7680000000000001
casa-14b-sce,bbh_geometric_shapes,0.4546666666666667
casa-14b-sce,bbh_hyperbaton,0.8013333333333333
casa-14b-sce,bbh_logical_deduction_five_objects,0.6826666666666666
casa-14b-sce,bbh_logical_deduction_three_objects,0.92
casa-14b-sce,bbh_movie_recommendation,0.7520000000000001
casa-14b-sce,bbh_navigate,0.6999999999999998
casa-14b-sce,bbh_ruin_names,0.9026666666666668
casa-14b-sce,bbh_salient_translation_error_detection,0.5986666666666666
casa-14b-sce,bbh_snarks,0.8220973782771536
casa-14b-sce,bbh_sports_understanding,0.7600000000000001
casa-14b-sce,bbh_temporal_sequences,1.0
casa-14b-sce,bbh_tracking_shuffled_objects_five_objects,0.2773333333333334
casa-14b-sce,bbh_tracking_shuffled_objects_seven_objects,0.3466666666666667
casa-14b-sce,gpqa,0.3336129753914988
casa-14b-sce,gpqa_diamond,0.3299663299663299
casa-14b-sce,gpqa_extended,0.3418803418803418
casa-14b-sce,math_algebra_hard,0.7263843648208469
casa-14b-sce,math_counting_and_prob_hard,0.5203252032520326
casa-14b-sce,math_geometry_hard,0.2702020202020201
casa-14b-sce,math_hard,0.4816213494461228
casa-14b-sce,math_intermediate_algebra_hard,0.2047619047619047
casa-14b-sce,math_num_theory_hard,0.5974025974025974
casa-14b-sce,math_prealgebra_hard,0.687392055267703
casa-14b-sce,math_precalculus_hard,0.2444444444444444
casa-14b-sce,MMLU-Pro,0.5413896276595745
casa-14b-sce,musr,0.4307760141093474
casa-14b-sce,musr_murder_mysteries,0.564
casa-14b-sce,musr_object_placements,0.2942708333333333
casa-14b-sce,musr_team_allocation,0.4373333333333333
casual-magnum-34b,Big-bench Hard,0.60006943239021
casual-magnum-34b,bbh_boolean_expressions,0.84
casual-magnum-34b,bbh_disambiguation_qa,0.704
casual-magnum-34b,bbh_formal_fallacies,0.592
casual-magnum-34b,bbh_hyperbaton,0.672
casual-magnum-34b,bbh_logical_deduction_five_objects,0.564
casual-magnum-34b,bbh_logical_deduction_seven_objects,0.532
casual-magnum-34b,bbh_logical_deduction_three_objects,0.716
casual-magnum-34b,bbh_movie_recommendation,0.828
casual-magnum-34b,bbh_navigate,0.612
casual-magnum-34b,bbh_object_counting,0.368
casual-magnum-34b,bbh_ruin_names,0.864
casual-magnum-34b,bbh_salient_translation_error_detection,0.596
casual-magnum-34b,bbh_sports_understanding,0.86
casual-magnum-34b,bbh_tracking_shuffled_objects_five_objects,0.228
casual-magnum-34b,bbh_tracking_shuffled_objects_seven_objects,0.268
casual-magnum-34b,bbh_tracking_shuffled_objects_three_objects,0.332
casual-magnum-34b,bbh_web_of_lies,0.488
casual-magnum-34b,gpqa,0.3724832214765101
casual-magnum-34b,gpqa_diamond,0.404040404040404
casual-magnum-34b,gpqa_extended,0.3516483516483517
casual-magnum-34b,GPQA,0.3839285714285714
casual-magnum-34b,math_algebra_hard,0.1644951140065146
casual-magnum-34b,math_counting_and_prob_hard,0.032520325203252
casual-magnum-34b,math_geometry_hard,0.0378787878787878
casual-magnum-34b,math_hard,0.0853474320241691
casual-magnum-34b,math_intermediate_algebra_hard,0.025
casual-magnum-34b,math_num_theory_hard,0.0227272727272727
casual-magnum-34b,math_prealgebra_hard,0.2020725388601036
casual-magnum-34b,math_precalculus_hard,0.0296296296296296
casual-magnum-34b,MMLU-Pro,0.5183676861702128
casual-magnum-34b,musr,0.4074074074074074
casual-magnum-34b,musr_murder_mysteries,0.516
casual-magnum-34b,musr_object_placements,0.36328125
casual-magnum-34b,musr_team_allocation,0.344
casuar-9b-model-stock,Big-bench Hard,0.6094428050685645
casuar-9b-model-stock,bbh_boolean_expressions,0.84
casuar-9b-model-stock,bbh_causal_judgement,0.6470588235294118
casuar-9b-model-stock,bbh_date_understanding,0.608
casuar-9b-model-stock,bbh_disambiguation_qa,0.616
casuar-9b-model-stock,bbh_geometric_shapes,0.564
casuar-9b-model-stock,bbh_hyperbaton,0.704
casuar-9b-model-stock,bbh_logical_deduction_seven_objects,0.552
casuar-9b-model-stock,bbh_logical_deduction_three_objects,0.82
casuar-9b-model-stock,bbh_movie_recommendation,0.604
casuar-9b-model-stock,bbh_navigate,0.664
casuar-9b-model-stock,bbh_penguins_in_a_table,0.6164383561643836
casuar-9b-model-stock,bbh_reasoning_about_colored_objects,0.728
casuar-9b-model-stock,bbh_ruin_names,0.82
casuar-9b-model-stock,bbh_salient_translation_error_detection,0.58
casuar-9b-model-stock,bbh_snarks,0.6685393258426966
casuar-9b-model-stock,bbh_temporal_sequences,0.768
casuar-9b-model-stock,bbh_tracking_shuffled_objects_seven_objects,0.328
casuar-9b-model-stock,bbh_tracking_shuffled_objects_three_objects,0.356
casuar-9b-model-stock,bbh_web_of_lies,0.54
casuar-9b-model-stock,gpqa,0.3447986577181208
casuar-9b-model-stock,gpqa_extended,0.3498168498168498
casuar-9b-model-stock,GPQA,0.3303571428571428
casuar-9b-model-stock,math_algebra_hard,0.2377850162866449
casuar-9b-model-stock,math_counting_and_prob_hard,0.0528455284552845
casuar-9b-model-stock,math_geometry_hard,0.0265151515151515
casuar-9b-model-stock,math_hard,0.1110271903323262
casuar-9b-model-stock,math_intermediate_algebra_hard,0.0214285714285714
casuar-9b-model-stock,math_num_theory_hard,0.1006493506493506
casuar-9b-model-stock,math_prealgebra_hard,0.2150259067357512
casuar-9b-model-stock,math_precalculus_hard,0.0074074074074074
casuar-9b-model-stock,MMLU-Pro,0.4156416223404255
casuar-9b-model-stock,musr_murder_mysteries,0.556
casuar-9b-model-stock,musr_object_placements,0.265625
casuar-9b-model-stock,musr_team_allocation,0.428
cerberus-3-2-1b,Big-bench Hard,0.4141642076028467
cerberus-3-2-1b,bbh_boolean_expressions,0.74
cerberus-3-2-1b,bbh_date_understanding,0.556
cerberus-3-2-1b,bbh_disambiguation_qa,0.536
cerberus-3-2-1b,bbh_formal_fallacies,0.488
cerberus-3-2-1b,bbh_geometric_shapes,0.304
cerberus-3-2-1b,bbh_hyperbaton,0.564
cerberus-3-2-1b,bbh_logical_deduction_five_objects,0.328
cerberus-3-2-1b,bbh_logical_deduction_seven_objects,0.316
cerberus-3-2-1b,bbh_logical_deduction_three_objects,0.348
cerberus-3-2-1b,bbh_movie_recommendation,0.604
cerberus-3-2-1b,bbh_navigate,0.44
cerberus-3-2-1b,bbh_object_counting,0.468
cerberus-3-2-1b,bbh_ruin_names,0.296
cerberus-3-2-1b,bbh_snarks,0.601123595505618
cerberus-3-2-1b,bbh_temporal_sequences,0.38
cerberus-3-2-1b,bbh_tracking_shuffled_objects_five_objects,0.176
cerberus-3-2-1b,bbh_tracking_shuffled_objects_seven_objects,0.136
cerberus-3-2-1b,gpqa,0.2583892617449664
cerberus-3-2-1b,gpqa_diamond,0.2121212121212121
cerberus-3-2-1b,gpqa_extended,0.2582417582417582
cerberus-3-2-1b,GPQA,0.2790178571428571
cerberus-3-2-1b,math_algebra_hard,0.1237785016286645
cerberus-3-2-1b,math_counting_and_prob_hard,0.024390243902439
cerberus-3-2-1b,math_geometry_hard,0.0151515151515151
cerberus-3-2-1b,math_hard,0.0581570996978852
cerberus-3-2-1b,math_prealgebra_hard,0.1036269430051813
cerberus-3-2-1b,MMLU-Pro,0.1663065159574468
cerberus-3-2-1b,musr,0.328042328042328
cerberus-3-2-1b,musr_object_placements,0.22265625
cerberus-3-2-1b,musr_team_allocation,0.264
charlie-8b-linear,Big-bench Hard,0.5131053636521438
charlie-8b-linear,bbh_boolean_expressions,0.836
charlie-8b-linear,bbh_causal_judgement,0.6096256684491979
charlie-8b-linear,bbh_date_understanding,0.484
charlie-8b-linear,bbh_disambiguation_qa,0.624
charlie-8b-linear,bbh_formal_fallacies,0.596
charlie-8b-linear,bbh_geometric_shapes,0.332
charlie-8b-linear,bbh_logical_deduction_seven_objects,0.452
charlie-8b-linear,bbh_logical_deduction_three_objects,0.66
charlie-8b-linear,bbh_movie_recommendation,0.704
charlie-8b-linear,bbh_navigate,0.616
charlie-8b-linear,bbh_object_counting,0.444
charlie-8b-linear,bbh_penguins_in_a_table,0.4726027397260274
charlie-8b-linear,bbh_reasoning_about_colored_objects,0.592
charlie-8b-linear,bbh_ruin_names,0.66
charlie-8b-linear,bbh_salient_translation_error_detection,0.436
charlie-8b-linear,bbh_snarks,0.5730337078651685
charlie-8b-linear,bbh_sports_understanding,0.708
charlie-8b-linear,bbh_temporal_sequences,0.156
charlie-8b-linear,bbh_tracking_shuffled_objects_seven_objects,0.16
charlie-8b-linear,bbh_tracking_shuffled_objects_three_objects,0.316
charlie-8b-linear,bbh_web_of_lies,0.504
charlie-8b-linear,gpqa,0.2709731543624161
charlie-8b-linear,gpqa_diamond,0.2575757575757575
charlie-8b-linear,gpqa_extended,0.2893772893772894
charlie-8b-linear,GPQA,0.2544642857142857
charlie-8b-linear,math_algebra_hard,0.5244299674267101
charlie-8b-linear,math_counting_and_prob_hard,0.1707317073170731
charlie-8b-linear,math_hard,0.2651057401812688
charlie-8b-linear,math_intermediate_algebra_hard,0.0571428571428571
charlie-8b-linear,math_num_theory_hard,0.2337662337662337
charlie-8b-linear,math_precalculus_hard,0.0888888888888888
charlie-8b-linear,MMLU-Pro,0.3572972074468085
charlie-8b-linear,musr,0.3478835978835979
charlie-8b-linear,musr_murder_mysteries,0.536
charlie-8b-linear,musr_team_allocation,0.244
chatwaifu-12b-v2-0,Big-bench Hard,0.517792049991321
chatwaifu-12b-v2-0,bbh_boolean_expressions,0.844
chatwaifu-12b-v2-0,bbh_causal_judgement,0.6577540106951871
chatwaifu-12b-v2-0,bbh_hyperbaton,0.62
chatwaifu-12b-v2-0,bbh_logical_deduction_five_objects,0.424
chatwaifu-12b-v2-0,bbh_logical_deduction_seven_objects,0.44
chatwaifu-12b-v2-0,bbh_logical_deduction_three_objects,0.568
chatwaifu-12b-v2-0,bbh_movie_recommendation,0.784
chatwaifu-12b-v2-0,bbh_navigate,0.52
chatwaifu-12b-v2-0,bbh_penguins_in_a_table,0.5547945205479452
chatwaifu-12b-v2-0,bbh_reasoning_about_colored_objects,0.576
chatwaifu-12b-v2-0,bbh_ruin_names,0.712
chatwaifu-12b-v2-0,bbh_salient_translation_error_detection,0.492
chatwaifu-12b-v2-0,bbh_snarks,0.5898876404494382
chatwaifu-12b-v2-0,bbh_sports_understanding,0.752
chatwaifu-12b-v2-0,bbh_temporal_sequences,0.344
chatwaifu-12b-v2-0,bbh_tracking_shuffled_objects_three_objects,0.344
chatwaifu-12b-v2-0,gpqa,0.2768456375838926
chatwaifu-12b-v2-0,gpqa_diamond,0.2474747474747475
chatwaifu-12b-v2-0,gpqa_extended,0.3003663003663003
chatwaifu-12b-v2-0,GPQA,0.2611607142857143
chatwaifu-12b-v2-0,math_algebra_hard,0.0936482084690553
chatwaifu-12b-v2-0,math_geometry_hard,0.0075757575757575
chatwaifu-12b-v2-0,math_hard,0.0589123867069486
chatwaifu-12b-v2-0,math_num_theory_hard,0.0422077922077922
chatwaifu-12b-v2-0,math_prealgebra_hard,0.1411917098445596
chatwaifu-12b-v2-0,math_precalculus_hard,0.0222222222222222
chatwaifu-12b-v2-0,MMLU-Pro,0.3387632978723404
chatwaifu-12b-v2-0,musr,0.4417989417989418
chatwaifu-12b-v2-0,musr_murder_mysteries,0.596
chatwaifu-12b-v2-0,musr_object_placements,0.26953125
chatwaifu-12b-v2-0,musr_team_allocation,0.464
chatwaifu-22b-v2-0-preview,Big-bench Hard,0.6144766533587919
chatwaifu-22b-v2-0-preview,bbh_boolean_expressions,0.844
chatwaifu-22b-v2-0-preview,bbh_causal_judgement,0.6631016042780749
chatwaifu-22b-v2-0-preview,bbh_formal_fallacies,0.632
chatwaifu-22b-v2-0-preview,bbh_geometric_shapes,0.4000000000000001
chatwaifu-22b-v2-0-preview,bbh_hyperbaton,0.7479999999999999
chatwaifu-22b-v2-0-preview,bbh_logical_deduction_five_objects,0.524
chatwaifu-22b-v2-0-preview,bbh_logical_deduction_three_objects,0.7639999999999999
chatwaifu-22b-v2-0-preview,bbh_navigate,0.7079999999999999
chatwaifu-22b-v2-0-preview,bbh_object_counting,0.456
chatwaifu-22b-v2-0-preview,bbh_reasoning_about_colored_objects,0.644
chatwaifu-22b-v2-0-preview,bbh_ruin_names,0.836
chatwaifu-22b-v2-0-preview,bbh_salient_translation_error_detection,0.656
chatwaifu-22b-v2-0-preview,bbh_sports_understanding,0.816
chatwaifu-22b-v2-0-preview,bbh_tracking_shuffled_objects_seven_objects,0.196
chatwaifu-22b-v2-0-preview,bbh_tracking_shuffled_objects_three_objects,0.352
chatwaifu-22b-v2-0-preview,bbh_web_of_lies,0.52
chatwaifu-22b-v2-0-preview,gpqa,0.3154362416107382
chatwaifu-22b-v2-0-preview,gpqa_diamond,0.308080808080808
chatwaifu-22b-v2-0-preview,GPQA,0.3191964285714285
chatwaifu-22b-v2-0-preview,math_algebra_hard,0.3279044516829533
chatwaifu-22b-v2-0-preview,math_counting_and_prob_hard,0.1056910569105691
chatwaifu-22b-v2-0-preview,math_geometry_hard,0.0757575757575757
chatwaifu-22b-v2-0-preview,math_hard,0.1774924471299094
chatwaifu-22b-v2-0-preview,math_intermediate_algebra_hard,0.0535714285714285
chatwaifu-22b-v2-0-preview,math_precalculus_hard,0.0493827160493827
chatwaifu-22b-v2-0-preview,MMLU-Pro,0.3987699468085106
chatwaifu-22b-v2-0-preview,musr,0.3677248677248677
chatwaifu-22b-v2-0-preview,musr_murder_mysteries,0.512
chatwaifu-22b-v2-0-preview,musr_object_placements,0.265625
chatwaifu-22b-v2-0-preview,musr_team_allocation,0.328
chatwaifu-v2-0-22b,bbh_causal_judgement,0.6877005347593583
chatwaifu-v2-0-22b,bbh_date_understanding,0.5776
chatwaifu-v2-0-22b,bbh_disambiguation_qa,0.6888
chatwaifu-v2-0-22b,bbh_formal_fallacies,0.6168
chatwaifu-v2-0-22b,bbh_geometric_shapes,0.4448
chatwaifu-v2-0-22b,bbh_hyperbaton,0.7304
chatwaifu-v2-0-22b,bbh_logical_deduction_seven_objects,0.388
chatwaifu-v2-0-22b,bbh_logical_deduction_three_objects,0.6984
chatwaifu-v2-0-22b,bbh_movie_recommendation,0.8256
chatwaifu-v2-0-22b,bbh_navigate,0.6456000000000001
chatwaifu-v2-0-22b,bbh_object_counting,0.424
chatwaifu-v2-0-22b,bbh_penguins_in_a_table,0.5657534246575343
chatwaifu-v2-0-22b,bbh_reasoning_about_colored_objects,0.616
chatwaifu-v2-0-22b,bbh_ruin_names,0.792
chatwaifu-v2-0-22b,bbh_snarks,0.8089887640449438
chatwaifu-v2-0-22b,bbh_sports_understanding,0.8016
chatwaifu-v2-0-22b,bbh_temporal_sequences,0.6432
