task,dataset,model,metric,value
Question Answering,Big-bench Hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.6346120465197015
Question Answering,bbh_boolean_expressions,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.884
Question Answering,bbh_causal_judgement,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.6417112299465241
Question Answering,bbh_date_understanding,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.676
Question Answering,bbh_disambiguation_qa,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.64
Question Answering,bbh_formal_fallacies,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.724
Question Answering,bbh_geometric_shapes,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.508
Question Answering,bbh_hyperbaton,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.724
Question Answering,bbh_logical_deduction_five_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.64
Question Answering,bbh_logical_deduction_seven_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.6
Question Answering,bbh_logical_deduction_three_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.92
Question Answering,bbh_movie_recommendation,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.624
Question Answering,bbh_navigate,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.744
Question Answering,bbh_object_counting,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.488
Question Answering,bbh_penguins_in_a_table,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.6712328767123288
Question Answering,bbh_reasoning_about_colored_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.756
Question Answering,bbh_ruin_names,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.804
Question Answering,bbh_salient_translation_error_detection,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.616
Question Answering,bbh_snarks,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.7752808988764045
Question Answering,bbh_sports_understanding,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.736
Question Answering,bbh_temporal_sequences,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.86
Question Answering,bbh_tracking_shuffled_objects_five_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.256
Question Answering,bbh_tracking_shuffled_objects_seven_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.144
Question Answering,bbh_tracking_shuffled_objects_three_objects,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.312
Question Answering,bbh_web_of_lies,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.544
Question Answering,gpqa,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.3246644295302013
Question Answering,gpqa_diamond,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.2979797979797979
Question Answering,gpqa_extended,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.3351648351648351
Question Answering,GPQA,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.3236607142857143
Question Answering,math_algebra_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.4120521172638436
Question Answering,math_counting_and_prob_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.2642276422764227
Question Answering,math_geometry_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.1818181818181818
Question Answering,math_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.2658610271903323
Question Answering,math_intermediate_algebra_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.1196428571428571
Question Answering,math_num_theory_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.2922077922077922
Question Answering,math_prealgebra_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.3756476683937824
Question Answering,math_precalculus_hard,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,exact_match,0.1333333333333333
Question Answering,MMLU-Pro,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy,0.4979222074468085
Question Answering,musr,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.4246031746031746
Question Answering,musr_murder_mysteries,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.548
Question Answering,musr_object_placements,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.24609375
Question Answering,musr_team_allocation,josiefied-abliteratedv4-qwen2-5-14b-inst-basemerge-ties,accuracy_norm,0.484
Question Answering,Big-bench Hard,k2s3-14b-v0-2,accuracy_norm,0.4596424231904183
Question Answering,bbh_boolean_expressions,k2s3-14b-v0-2,accuracy_norm,0.7840000000000001
Question Answering,bbh_causal_judgement,k2s3-14b-v0-2,accuracy_norm,0.5935828877005348
Question Answering,bbh_date_understanding,k2s3-14b-v0-2,accuracy_norm,0.492
Question Answering,bbh_disambiguation_qa,k2s3-14b-v0-2,accuracy_norm,0.616
Question Answering,bbh_formal_fallacies,k2s3-14b-v0-2,accuracy_norm,0.48
Question Answering,bbh_geometric_shapes,k2s3-14b-v0-2,accuracy_norm,0.364
Question Answering,bbh_hyperbaton,k2s3-14b-v0-2,accuracy_norm,0.664
Question Answering,bbh_logical_deduction_five_objects,k2s3-14b-v0-2,accuracy_norm,0.42
Question Answering,bbh_logical_deduction_seven_objects,k2s3-14b-v0-2,accuracy_norm,0.36
Question Answering,bbh_logical_deduction_three_objects,k2s3-14b-v0-2,accuracy_norm,0.56
Question Answering,bbh_movie_recommendation,k2s3-14b-v0-2,accuracy_norm,0.7399999999999999
Question Answering,bbh_navigate,k2s3-14b-v0-2,accuracy_norm,0.528
Question Answering,bbh_object_counting,k2s3-14b-v0-2,accuracy_norm,0.32
Question Answering,bbh_penguins_in_a_table,k2s3-14b-v0-2,accuracy_norm,0.4246575342465753
Question Answering,bbh_reasoning_about_colored_objects,k2s3-14b-v0-2,accuracy_norm,0.364
Question Answering,bbh_ruin_names,k2s3-14b-v0-2,accuracy_norm,0.452
Question Answering,bbh_salient_translation_error_detection,k2s3-14b-v0-2,accuracy_norm,0.412
Question Answering,bbh_snarks,k2s3-14b-v0-2,accuracy_norm,0.5337078651685393
Question Answering,bbh_sports_understanding,k2s3-14b-v0-2,accuracy_norm,0.7120000000000001
Question Answering,bbh_temporal_sequences,k2s3-14b-v0-2,accuracy_norm,0.136
Question Answering,bbh_tracking_shuffled_objects_five_objects,k2s3-14b-v0-2,accuracy_norm,0.168
Question Answering,bbh_tracking_shuffled_objects_seven_objects,k2s3-14b-v0-2,accuracy_norm,0.128
Question Answering,bbh_tracking_shuffled_objects_three_objects,k2s3-14b-v0-2,accuracy_norm,0.332
Question Answering,bbh_web_of_lies,k2s3-14b-v0-2,accuracy_norm,0.488
Question Answering,gpqa,k2s3-14b-v0-2,accuracy_norm,0.2810402684563758
Question Answering,gpqa_diamond,k2s3-14b-v0-2,accuracy_norm,0.308080808080808
Question Answering,gpqa_extended,k2s3-14b-v0-2,accuracy_norm,0.2875457875457875
Question Answering,GPQA,k2s3-14b-v0-2,accuracy_norm,0.2611607142857143
Question Answering,math_algebra_hard,k2s3-14b-v0-2,exact_match,0.0792616720955483
Question Answering,math_counting_and_prob_hard,k2s3-14b-v0-2,exact_match,0.024390243902439
Question Answering,math_geometry_hard,k2s3-14b-v0-2,exact_match,0.0303030303030303
Question Answering,math_hard,k2s3-14b-v0-2,exact_match,0.0516112789526686
Question Answering,math_intermediate_algebra_hard,k2s3-14b-v0-2,exact_match,0.0119047619047619
Question Answering,math_num_theory_hard,k2s3-14b-v0-2,exact_match,0.0346320346320346
Question Answering,math_prealgebra_hard,k2s3-14b-v0-2,exact_match,0.1364421416234887
Question Answering,math_precalculus_hard,k2s3-14b-v0-2,exact_match,0.0148148148148148
Question Answering,MMLU-Pro,k2s3-14b-v0-2,accuracy,0.2643783244680851
Question Answering,musr,k2s3-14b-v0-2,accuracy_norm,0.3915343915343914
Question Answering,musr_murder_mysteries,k2s3-14b-v0-2,accuracy_norm,0.528
Question Answering,musr_object_placements,k2s3-14b-v0-2,accuracy_norm,0.30078125
Question Answering,musr_team_allocation,k2s3-14b-v0-2,accuracy_norm,0.348
Question Answering,Big-bench Hard,kronos-8b-v1-p1,accuracy_norm,0.507377191459816
Question Answering,bbh_boolean_expressions,kronos-8b-v1-p1,accuracy_norm,0.832
Question Answering,bbh_causal_judgement,kronos-8b-v1-p1,accuracy_norm,0.5721925133689839
Question Answering,bbh_date_understanding,kronos-8b-v1-p1,accuracy_norm,0.488
Question Answering,bbh_disambiguation_qa,kronos-8b-v1-p1,accuracy_norm,0.544
Question Answering,bbh_formal_fallacies,kronos-8b-v1-p1,accuracy_norm,0.548
Question Answering,bbh_geometric_shapes,kronos-8b-v1-p1,accuracy_norm,0.248
Question Answering,bbh_hyperbaton,kronos-8b-v1-p1,accuracy_norm,0.672
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v1-p1,accuracy_norm,0.376
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v1-p1,accuracy_norm,0.392
Question Answering,bbh_logical_deduction_three_objects,kronos-8b-v1-p1,accuracy_norm,0.632
Question Answering,bbh_movie_recommendation,kronos-8b-v1-p1,accuracy_norm,0.528
Question Answering,bbh_navigate,kronos-8b-v1-p1,accuracy_norm,0.58
Question Answering,bbh_object_counting,kronos-8b-v1-p1,accuracy_norm,0.348
Question Answering,bbh_penguins_in_a_table,kronos-8b-v1-p1,accuracy_norm,0.4589041095890411
Question Answering,bbh_reasoning_about_colored_objects,kronos-8b-v1-p1,accuracy_norm,0.672
Question Answering,bbh_ruin_names,kronos-8b-v1-p1,accuracy_norm,0.628
Question Answering,bbh_salient_translation_error_detection,kronos-8b-v1-p1,accuracy_norm,0.516
Question Answering,bbh_snarks,kronos-8b-v1-p1,accuracy_norm,0.6179775280898876
Question Answering,bbh_sports_understanding,kronos-8b-v1-p1,accuracy_norm,0.744
Question Answering,bbh_temporal_sequences,kronos-8b-v1-p1,accuracy_norm,0.464
Question Answering,bbh_tracking_shuffled_objects_five_objects,kronos-8b-v1-p1,accuracy_norm,0.236
Question Answering,bbh_tracking_shuffled_objects_seven_objects,kronos-8b-v1-p1,accuracy_norm,0.252
Question Answering,bbh_tracking_shuffled_objects_three_objects,kronos-8b-v1-p1,accuracy_norm,0.384
Question Answering,bbh_web_of_lies,kronos-8b-v1-p1,accuracy_norm,0.472
Question Answering,gpqa,kronos-8b-v1-p1,accuracy_norm,0.2953020134228188
Question Answering,gpqa_diamond,kronos-8b-v1-p1,accuracy_norm,0.2878787878787879
Question Answering,gpqa_extended,kronos-8b-v1-p1,accuracy_norm,0.3003663003663003
Question Answering,GPQA,kronos-8b-v1-p1,accuracy_norm,0.2924107142857143
Question Answering,math_algebra_hard,kronos-8b-v1-p1,exact_match,0.3941368078175896
Question Answering,math_counting_and_prob_hard,kronos-8b-v1-p1,exact_match,0.0975609756097561
Question Answering,math_geometry_hard,kronos-8b-v1-p1,exact_match,0.0643939393939393
Question Answering,math_hard,kronos-8b-v1-p1,exact_match,0.1937311178247734
Question Answering,math_intermediate_algebra_hard,kronos-8b-v1-p1,exact_match,0.05
Question Answering,math_num_theory_hard,kronos-8b-v1-p1,exact_match,0.1103896103896103
Question Answering,math_prealgebra_hard,kronos-8b-v1-p1,exact_match,0.3730569948186528
Question Answering,math_precalculus_hard,kronos-8b-v1-p1,exact_match,0.0888888888888888
Question Answering,MMLU-Pro,kronos-8b-v1-p1,accuracy,0.3759973404255319
Question Answering,musr,kronos-8b-v1-p1,accuracy_norm,0.3875661375661375
Question Answering,musr_murder_mysteries,kronos-8b-v1-p1,accuracy_norm,0.552
Question Answering,musr_object_placements,kronos-8b-v1-p1,accuracy_norm,0.3203125
Question Answering,musr_team_allocation,kronos-8b-v1-p1,accuracy_norm,0.292
Question Answering,Big-bench Hard,kronos-8b-v1-p2,accuracy_norm,0.4749175490366256
Question Answering,bbh_boolean_expressions,kronos-8b-v1-p2,accuracy_norm,0.816
Question Answering,bbh_causal_judgement,kronos-8b-v1-p2,accuracy_norm,0.6042780748663101
Question Answering,bbh_date_understanding,kronos-8b-v1-p2,accuracy_norm,0.484
Question Answering,bbh_disambiguation_qa,kronos-8b-v1-p2,accuracy_norm,0.528
Question Answering,bbh_formal_fallacies,kronos-8b-v1-p2,accuracy_norm,0.548
Question Answering,bbh_geometric_shapes,kronos-8b-v1-p2,accuracy_norm,0.36
Question Answering,bbh_hyperbaton,kronos-8b-v1-p2,accuracy_norm,0.684
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v1-p2,accuracy_norm,0.324
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v1-p2,accuracy_norm,0.284
Question Answering,bbh_logical_deduction_three_objects,kronos-8b-v1-p2,accuracy_norm,0.584
Question Answering,bbh_movie_recommendation,kronos-8b-v1-p2,accuracy_norm,0.556
Question Answering,bbh_navigate,kronos-8b-v1-p2,accuracy_norm,0.604
Question Answering,bbh_object_counting,kronos-8b-v1-p2,accuracy_norm,0.392
Question Answering,bbh_penguins_in_a_table,kronos-8b-v1-p2,accuracy_norm,0.4589041095890411
Question Answering,bbh_reasoning_about_colored_objects,kronos-8b-v1-p2,accuracy_norm,0.588
Question Answering,bbh_ruin_names,kronos-8b-v1-p2,accuracy_norm,0.448
Question Answering,bbh_salient_translation_error_detection,kronos-8b-v1-p2,accuracy_norm,0.428
Question Answering,bbh_snarks,kronos-8b-v1-p2,accuracy_norm,0.5730337078651685
Question Answering,bbh_sports_understanding,kronos-8b-v1-p2,accuracy_norm,0.696
Question Answering,bbh_temporal_sequences,kronos-8b-v1-p2,accuracy_norm,0.296
Question Answering,bbh_tracking_shuffled_objects_five_objects,kronos-8b-v1-p2,accuracy_norm,0.204
Question Answering,bbh_tracking_shuffled_objects_seven_objects,kronos-8b-v1-p2,accuracy_norm,0.196
Question Answering,bbh_tracking_shuffled_objects_three_objects,kronos-8b-v1-p2,accuracy_norm,0.3
Question Answering,bbh_web_of_lies,kronos-8b-v1-p2,accuracy_norm,0.496
Question Answering,gpqa,kronos-8b-v1-p2,accuracy_norm,0.2919463087248322
Question Answering,gpqa_diamond,kronos-8b-v1-p2,accuracy_norm,0.2929292929292929
Question Answering,gpqa_extended,kronos-8b-v1-p2,accuracy_norm,0.2967032967032967
Question Answering,GPQA,kronos-8b-v1-p2,accuracy_norm,0.2857142857142857
Question Answering,math_algebra_hard,kronos-8b-v1-p2,exact_match,0.2801302931596091
Question Answering,math_counting_and_prob_hard,kronos-8b-v1-p2,exact_match,0.1341463414634146
Question Answering,math_geometry_hard,kronos-8b-v1-p2,exact_match,0.0568181818181818
Question Answering,math_hard,kronos-8b-v1-p2,exact_match,0.1446374622356495
Question Answering,math_intermediate_algebra_hard,kronos-8b-v1-p2,exact_match,0.0214285714285714
Question Answering,math_num_theory_hard,kronos-8b-v1-p2,exact_match,0.0844155844155844
Question Answering,math_prealgebra_hard,kronos-8b-v1-p2,exact_match,0.2823834196891192
Question Answering,math_precalculus_hard,kronos-8b-v1-p2,exact_match,0.0592592592592592
Question Answering,MMLU-Pro,kronos-8b-v1-p2,accuracy,0.3453291223404255
Question Answering,musr,kronos-8b-v1-p2,accuracy_norm,0.3558201058201058
Question Answering,musr_murder_mysteries,kronos-8b-v1-p2,accuracy_norm,0.552
Question Answering,musr_object_placements,kronos-8b-v1-p2,accuracy_norm,0.23828125
Question Answering,musr_team_allocation,kronos-8b-v1-p2,accuracy_norm,0.28
Question Answering,Big-bench Hard,kronos-8b-v1-p3,accuracy_norm,0.5099809060926922
Question Answering,bbh_boolean_expressions,kronos-8b-v1-p3,accuracy_norm,0.856
Question Answering,bbh_causal_judgement,kronos-8b-v1-p3,accuracy_norm,0.5401069518716578
Question Answering,bbh_date_understanding,kronos-8b-v1-p3,accuracy_norm,0.452
Question Answering,bbh_disambiguation_qa,kronos-8b-v1-p3,accuracy_norm,0.584
Question Answering,bbh_formal_fallacies,kronos-8b-v1-p3,accuracy_norm,0.536
Question Answering,bbh_geometric_shapes,kronos-8b-v1-p3,accuracy_norm,0.368
Question Answering,bbh_hyperbaton,kronos-8b-v1-p3,accuracy_norm,0.632
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v1-p3,accuracy_norm,0.4
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v1-p3,accuracy_norm,0.376
Question Answering,bbh_logical_deduction_three_objects,kronos-8b-v1-p3,accuracy_norm,0.58
Question Answering,bbh_movie_recommendation,kronos-8b-v1-p3,accuracy_norm,0.628
Question Answering,bbh_navigate,kronos-8b-v1-p3,accuracy_norm,0.492
Question Answering,bbh_object_counting,kronos-8b-v1-p3,accuracy_norm,0.416
Question Answering,bbh_penguins_in_a_table,kronos-8b-v1-p3,accuracy_norm,0.5205479452054794
Question Answering,bbh_reasoning_about_colored_objects,kronos-8b-v1-p3,accuracy_norm,0.644
Question Answering,bbh_ruin_names,kronos-8b-v1-p3,accuracy_norm,0.656
Question Answering,bbh_salient_translation_error_detection,kronos-8b-v1-p3,accuracy_norm,0.504
Question Answering,bbh_snarks,kronos-8b-v1-p3,accuracy_norm,0.702247191011236
Question Answering,bbh_sports_understanding,kronos-8b-v1-p3,accuracy_norm,0.76
Question Answering,bbh_temporal_sequences,kronos-8b-v1-p3,accuracy_norm,0.46
Question Answering,bbh_tracking_shuffled_objects_five_objects,kronos-8b-v1-p3,accuracy_norm,0.18
Question Answering,bbh_tracking_shuffled_objects_seven_objects,kronos-8b-v1-p3,accuracy_norm,0.16
Question Answering,bbh_tracking_shuffled_objects_three_objects,kronos-8b-v1-p3,accuracy_norm,0.352
Question Answering,bbh_web_of_lies,kronos-8b-v1-p3,accuracy_norm,0.508
Question Answering,gpqa,kronos-8b-v1-p3,accuracy_norm,0.2600671140939597
Question Answering,gpqa_diamond,kronos-8b-v1-p3,accuracy_norm,0.2828282828282828
Question Answering,gpqa_extended,kronos-8b-v1-p3,accuracy_norm,0.2490842490842491
Question Answering,GPQA,kronos-8b-v1-p3,accuracy_norm,0.2633928571428571
Question Answering,math_algebra_hard,kronos-8b-v1-p3,exact_match,0.3599348534201954
Question Answering,math_counting_and_prob_hard,kronos-8b-v1-p3,exact_match,0.1219512195121951
Question Answering,math_geometry_hard,kronos-8b-v1-p3,exact_match,0.1022727272727272
Question Answering,math_hard,kronos-8b-v1-p3,exact_match,0.1880664652567976
Question Answering,math_intermediate_algebra_hard,kronos-8b-v1-p3,exact_match,0.0303571428571428
Question Answering,math_num_theory_hard,kronos-8b-v1-p3,exact_match,0.1363636363636363
Question Answering,math_prealgebra_hard,kronos-8b-v1-p3,exact_match,0.383419689119171
Question Answering,math_precalculus_hard,kronos-8b-v1-p3,exact_match,0.0481481481481481
Question Answering,MMLU-Pro,kronos-8b-v1-p3,accuracy,0.3405086436170212
Question Answering,musr,kronos-8b-v1-p3,accuracy_norm,0.3611111111111111
Question Answering,musr_murder_mysteries,kronos-8b-v1-p3,accuracy_norm,0.524
Question Answering,musr_object_placements,kronos-8b-v1-p3,accuracy_norm,0.3046875
Question Answering,musr_team_allocation,kronos-8b-v1-p3,accuracy_norm,0.256
Question Answering,Big-bench Hard,kronos-8b-v2,accuracy_norm,0.5113695538968929
Question Answering,bbh_boolean_expressions,kronos-8b-v2,accuracy_norm,0.836
Question Answering,bbh_causal_judgement,kronos-8b-v2,accuracy_norm,0.5989304812834224
Question Answering,bbh_date_understanding,kronos-8b-v2,accuracy_norm,0.46
Question Answering,bbh_disambiguation_qa,kronos-8b-v2,accuracy_norm,0.564
Question Answering,bbh_formal_fallacies,kronos-8b-v2,accuracy_norm,0.556
Question Answering,bbh_geometric_shapes,kronos-8b-v2,accuracy_norm,0.28
Question Answering,bbh_hyperbaton,kronos-8b-v2,accuracy_norm,0.692
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v2,accuracy_norm,0.372
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v2,accuracy_norm,0.368
Question Answering,bbh_logical_deduction_three_objects,kronos-8b-v2,accuracy_norm,0.624
Question Answering,bbh_movie_recommendation,kronos-8b-v2,accuracy_norm,0.588
Question Answering,bbh_navigate,kronos-8b-v2,accuracy_norm,0.608
Question Answering,bbh_object_counting,kronos-8b-v2,accuracy_norm,0.408
Question Answering,bbh_penguins_in_a_table,kronos-8b-v2,accuracy_norm,0.4863013698630137
Question Answering,bbh_reasoning_about_colored_objects,kronos-8b-v2,accuracy_norm,0.664
Question Answering,bbh_ruin_names,kronos-8b-v2,accuracy_norm,0.556
Question Answering,bbh_salient_translation_error_detection,kronos-8b-v2,accuracy_norm,0.48
Question Answering,bbh_snarks,kronos-8b-v2,accuracy_norm,0.6292134831460674
Question Answering,bbh_sports_understanding,kronos-8b-v2,accuracy_norm,0.744
Question Answering,bbh_temporal_sequences,kronos-8b-v2,accuracy_norm,0.452
Question Answering,bbh_tracking_shuffled_objects_five_objects,kronos-8b-v2,accuracy_norm,0.272
Question Answering,bbh_tracking_shuffled_objects_seven_objects,kronos-8b-v2,accuracy_norm,0.224
Question Answering,bbh_tracking_shuffled_objects_three_objects,kronos-8b-v2,accuracy_norm,0.356
Question Answering,bbh_web_of_lies,kronos-8b-v2,accuracy_norm,0.5
Question Answering,gpqa,kronos-8b-v2,accuracy_norm,0.2986577181208054
Question Answering,gpqa_diamond,kronos-8b-v2,accuracy_norm,0.3131313131313131
Question Answering,gpqa_extended,kronos-8b-v2,accuracy_norm,0.2948717948717949
Question Answering,GPQA,kronos-8b-v2,accuracy_norm,0.296875
Question Answering,math_algebra_hard,kronos-8b-v2,exact_match,0.4397394136807817
Question Answering,math_counting_and_prob_hard,kronos-8b-v2,exact_match,0.1219512195121951
Question Answering,math_geometry_hard,kronos-8b-v2,exact_match,0.106060606060606
Question Answering,math_hard,kronos-8b-v2,exact_match,0.2265861027190332
Question Answering,math_intermediate_algebra_hard,kronos-8b-v2,exact_match,0.0357142857142857
Question Answering,math_num_theory_hard,kronos-8b-v2,exact_match,0.1883116883116883
Question Answering,math_prealgebra_hard,kronos-8b-v2,exact_match,0.4430051813471503
Question Answering,math_precalculus_hard,kronos-8b-v2,exact_match,0.0851851851851852
Question Answering,MMLU-Pro,kronos-8b-v2,accuracy,0.3737533244680851
Question Answering,musr,kronos-8b-v2,accuracy_norm,0.3822751322751322
Question Answering,musr_murder_mysteries,kronos-8b-v2,accuracy_norm,0.556
Question Answering,musr_object_placements,kronos-8b-v2,accuracy_norm,0.30859375
Question Answering,musr_team_allocation,kronos-8b-v2,accuracy_norm,0.284
Question Answering,Big-bench Hard,kronos-8b-v3,accuracy_norm,0.5105016490192675
Question Answering,bbh_boolean_expressions,kronos-8b-v3,accuracy_norm,0.836
Question Answering,bbh_causal_judgement,kronos-8b-v3,accuracy_norm,0.6042780748663101
Question Answering,bbh_date_understanding,kronos-8b-v3,accuracy_norm,0.476
Question Answering,bbh_disambiguation_qa,kronos-8b-v3,accuracy_norm,0.596
Question Answering,bbh_formal_fallacies,kronos-8b-v3,accuracy_norm,0.548
Question Answering,bbh_geometric_shapes,kronos-8b-v3,accuracy_norm,0.268
Question Answering,bbh_hyperbaton,kronos-8b-v3,accuracy_norm,0.728
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v3,accuracy_norm,0.404
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v3,accuracy_norm,0.428
Question Answering,bbh_logical_deduction_three_objects,kronos-8b-v3,accuracy_norm,0.628
Question Answering,bbh_movie_recommendation,kronos-8b-v3,accuracy_norm,0.656
Question Answering,bbh_navigate,kronos-8b-v3,accuracy_norm,0.508
Question Answering,bbh_object_counting,kronos-8b-v3,accuracy_norm,0.42
Question Answering,bbh_penguins_in_a_table,kronos-8b-v3,accuracy_norm,0.4657534246575342
Question Answering,bbh_reasoning_about_colored_objects,kronos-8b-v3,accuracy_norm,0.704
Question Answering,bbh_ruin_names,kronos-8b-v3,accuracy_norm,0.684
Question Answering,bbh_salient_translation_error_detection,kronos-8b-v3,accuracy_norm,0.488
Question Answering,bbh_snarks,kronos-8b-v3,accuracy_norm,0.6067415730337079
Question Answering,bbh_sports_understanding,kronos-8b-v3,accuracy_norm,0.752
Question Answering,bbh_temporal_sequences,kronos-8b-v3,accuracy_norm,0.296
Question Answering,bbh_tracking_shuffled_objects_five_objects,kronos-8b-v3,accuracy_norm,0.184
Question Answering,bbh_tracking_shuffled_objects_seven_objects,kronos-8b-v3,accuracy_norm,0.188
Question Answering,bbh_tracking_shuffled_objects_three_objects,kronos-8b-v3,accuracy_norm,0.32
Question Answering,bbh_web_of_lies,kronos-8b-v3,accuracy_norm,0.496
Question Answering,gpqa,kronos-8b-v3,accuracy_norm,0.2885906040268456
Question Answering,gpqa_diamond,kronos-8b-v3,accuracy_norm,0.2878787878787879
Question Answering,gpqa_extended,kronos-8b-v3,accuracy_norm,0.2948717948717949
Question Answering,GPQA,kronos-8b-v3,accuracy_norm,0.28125
Question Answering,math_algebra_hard,kronos-8b-v3,exact_match,0.4153094462540717
Question Answering,math_counting_and_prob_hard,kronos-8b-v3,exact_match,0.2195121951219512
Question Answering,math_geometry_hard,kronos-8b-v3,exact_match,0.1742424242424242
Question Answering,math_hard,kronos-8b-v3,exact_match,0.2481117824773414
Question Answering,math_intermediate_algebra_hard,kronos-8b-v3,exact_match,0.0410714285714285
Question Answering,math_num_theory_hard,kronos-8b-v3,exact_match,0.2435064935064935
Question Answering,math_prealgebra_hard,kronos-8b-v3,exact_match,0.4818652849740932
Question Answering,math_precalculus_hard,kronos-8b-v3,exact_match,0.0666666666666666
Question Answering,MMLU-Pro,kronos-8b-v3,accuracy,0.3738364361702128
Question Answering,musr,kronos-8b-v3,accuracy_norm,0.3915343915343915
Question Answering,musr_murder_mysteries,kronos-8b-v3,accuracy_norm,0.552
Question Answering,musr_object_placements,kronos-8b-v3,accuracy_norm,0.3046875
Question Answering,musr_team_allocation,kronos-8b-v3,accuracy_norm,0.32
Question Answering,Big-bench Hard,kronos-8b-v4,accuracy_norm,0.5078979343863913
Question Answering,bbh_boolean_expressions,kronos-8b-v4,accuracy_norm,0.828
Question Answering,bbh_causal_judgement,kronos-8b-v4,accuracy_norm,0.5721925133689839
Question Answering,bbh_date_understanding,kronos-8b-v4,accuracy_norm,0.496
Question Answering,bbh_disambiguation_qa,kronos-8b-v4,accuracy_norm,0.576
Question Answering,bbh_formal_fallacies,kronos-8b-v4,accuracy_norm,0.544
Question Answering,bbh_geometric_shapes,kronos-8b-v4,accuracy_norm,0.284
Question Answering,bbh_hyperbaton,kronos-8b-v4,accuracy_norm,0.652
Question Answering,bbh_logical_deduction_five_objects,kronos-8b-v4,accuracy_norm,0.384
Question Answering,bbh_logical_deduction_seven_objects,kronos-8b-v4,accuracy_norm,0.392
