dataset_a,dataset_b,weight
bbh_sports_understanding,bbh_object_counting,0.6460471403935534
bbh_sports_understanding,bbh_tracking_shuffled_objects_three_objects,0.6359663170742527
bbh_sports_understanding,bbh_tracking_shuffled_objects_five_objects,0.6359663170742527
bbh_sports_understanding,bbh_ruin_names,0.6226791572643323
bbh_sports_understanding,bbh_logical_deduction_five_objects,0.6132357407006274
bbh_sports_understanding,bbh_logical_deduction_three_objects,0.6132357407006274
bbh_sports_understanding,bbh_penguins_in_a_table,0.6061905866105537
bbh_sports_understanding,bbh_tracking_shuffled_objects_seven_objects,0.6013195996466423
bbh_sports_understanding,bbh_geometric_shapes,0.5967858322948957
bbh_sports_understanding,bbh_date_understanding,0.5922665178537255
bbh_temporal_sequences,bbh_date_understanding,0.7176359331551726
bbh_temporal_sequences,bbh_hyperbaton,0.5908875631311903
bbh_temporal_sequences,bbh_sports_understanding,0.5758601455307908
bbh_temporal_sequences,bbh_object_counting,0.5584673903520186
bbh_temporal_sequences,bbh_tracking_shuffled_objects_three_objects,0.5512281809380086
bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,0.5512281809380086
bbh_temporal_sequences,bbh_logical_deduction_five_objects,0.5400527067261058
bbh_temporal_sequences,bbh_logical_deduction_three_objects,0.5400527067261058
bbh_temporal_sequences,bbh_ruin_names,0.5382672288777085
bbh_temporal_sequences,bbh_penguins_in_a_table,0.524013889689424
bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_three_objects,1.0
bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,0.9455211439703258
bbh_tracking_shuffled_objects_five_objects,bbh_object_counting,0.7139119126599283
bbh_tracking_shuffled_objects_five_objects,bbh_logical_deduction_five_objects,0.6659363298300537
bbh_tracking_shuffled_objects_five_objects,bbh_logical_deduction_three_objects,0.6659363298300537
bbh_tracking_shuffled_objects_five_objects,bbh_sports_understanding,0.6359663170742527
bbh_tracking_shuffled_objects_five_objects,bbh_logical_deduction_seven_objects,0.625185037606353
bbh_tracking_shuffled_objects_five_objects,bbh_ruin_names,0.5961765157729384
bbh_tracking_shuffled_objects_five_objects,bbh_penguins_in_a_table,0.5803897361967068
bbh_tracking_shuffled_objects_five_objects,bbh_geometric_shapes,0.5713852696199826
bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,0.9455211439703258
bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_five_objects,0.9455211439703258
bbh_tracking_shuffled_objects_seven_objects,bbh_logical_deduction_seven_objects,0.7032638474226224
bbh_tracking_shuffled_objects_seven_objects,bbh_object_counting,0.6750188083522588
bbh_tracking_shuffled_objects_seven_objects,bbh_logical_deduction_five_objects,0.6296568803923125
bbh_tracking_shuffled_objects_seven_objects,bbh_logical_deduction_three_objects,0.6296568803923125
bbh_tracking_shuffled_objects_seven_objects,bbh_sports_understanding,0.6013195996466423
bbh_tracking_shuffled_objects_seven_objects,bbh_ruin_names,0.5636975012018718
bbh_tracking_shuffled_objects_seven_objects,bbh_penguins_in_a_table,0.5487707673173459
bbh_tracking_shuffled_objects_seven_objects,bbh_geometric_shapes,0.5402568537788791
bbh_tracking_shuffled_objects_three_objects,bbh_tracking_shuffled_objects_five_objects,1.0
bbh_tracking_shuffled_objects_three_objects,bbh_tracking_shuffled_objects_seven_objects,0.9455211439703258
bbh_tracking_shuffled_objects_three_objects,bbh_object_counting,0.7139119126599283
bbh_tracking_shuffled_objects_three_objects,bbh_logical_deduction_five_objects,0.6659363298300537
bbh_tracking_shuffled_objects_three_objects,bbh_logical_deduction_three_objects,0.6659363298300537
bbh_tracking_shuffled_objects_three_objects,bbh_sports_understanding,0.6359663170742527
bbh_tracking_shuffled_objects_three_objects,bbh_logical_deduction_seven_objects,0.625185037606353
bbh_tracking_shuffled_objects_three_objects,bbh_ruin_names,0.5961765157729384
bbh_tracking_shuffled_objects_three_objects,bbh_penguins_in_a_table,0.5803897361967068
bbh_tracking_shuffled_objects_three_objects,bbh_geometric_shapes,0.5713852696199826
bbh_web_of_lies,bbh_sports_understanding,0.5855285495047415
bbh_web_of_lies,bbh_object_counting,0.5685837832581284
bbh_web_of_lies,bbh_tracking_shuffled_objects_three_objects,0.5606071223950294
bbh_web_of_lies,bbh_tracking_shuffled_objects_five_objects,0.5606071223950294
bbh_web_of_lies,bbh_ruin_names,0.5480177046796662
bbh_web_of_lies,bbh_logical_deduction_five_objects,0.5380587339158538
bbh_web_of_lies,bbh_logical_deduction_three_objects,0.5380587339158538
bbh_web_of_lies,bbh_penguins_in_a_table,0.5335061724760977
bbh_web_of_lies,bbh_tracking_shuffled_objects_seven_objects,0.5300658876848606
bbh_web_of_lies,bbh_geometric_shapes,0.5252290817576829
gpqa,"GPQA (0-shot, CoT)",0.6401410591268553
gpqa,gpqa_diamond,0.32386265212366194
gpqa,gpqa_extended,0.30554245380410766
gpqa,GPQA,0.284314970784673
gpqa,bbh_temporal_sequences,0.0
gpqa,bbh_sports_understanding,0.0
gpqa,bbh_snarks,0.0
gpqa,bbh_salient_translation_error_detection,0.0
gpqa,bbh_ruin_names,0.0
gpqa,bbh_reasoning_about_colored_objects,0.0
gpqa_diamond,gpqa_extended,0.8498341337148766
gpqa_diamond,GPQA,0.40315824308152726
gpqa_diamond,gpqa,0.32386265212366194
gpqa_diamond,"GPQA (0-shot, CoT)",0.20731778114207325
gpqa_diamond,math_hard,0.16859792388052067
gpqa_diamond,OpenBookQA,0.1671444047526592
gpqa_diamond,math_algebra_hard,0.15336414194797693
gpqa_diamond,bbh_web_of_lies,0.13917081223527214
gpqa_diamond,math_intermediate_algebra_hard,0.13445519265452385
gpqa_diamond,math_geometry_hard,0.12682811063952384
gpqa_extended,gpqa_diamond,0.8498341337148766
gpqa_extended,GPQA,0.40948267373379016
gpqa_extended,gpqa,0.30554245380410766
gpqa_extended,OpenBookQA,0.21420041348277202
gpqa_extended,"GPQA (0-shot, CoT)",0.1955902699863797
gpqa_extended,ARC (AI2 Reasoning Challenge),0.16954781429775617
gpqa_extended,math_hard,0.13443218664996023
gpqa_extended,math_algebra_hard,0.11837076360055568
gpqa_extended,bbh_web_of_lies,0.10229513206758736
gpqa_extended,DROP Test,0.09103469443905018
math_algebra_hard,math_counting_and_prob_hard,0.8313285351248336
math_algebra_hard,math_intermediate_algebra_hard,0.8282443092698846
math_algebra_hard,math_hard,0.8220570121931176
math_algebra_hard,math_prealgebra_hard,0.7888353324639445
math_algebra_hard,math_geometry_hard,0.7858440125023084
math_algebra_hard,math_num_theory_hard,0.7654282264531049
math_algebra_hard,math_precalculus_hard,0.7414711267399349
math_algebra_hard,gpqa_diamond,0.15336414194797693
math_algebra_hard,bbh_boolean_expressions,0.13901417595440152
math_algebra_hard,gpqa_extended,0.11837076360055568
math_counting_and_prob_hard,math_algebra_hard,0.8313285351248336
math_counting_and_prob_hard,math_hard,0.8111206518609225
math_counting_and_prob_hard,math_geometry_hard,0.8055582230192282
math_counting_and_prob_hard,math_intermediate_algebra_hard,0.7821945174116101
math_counting_and_prob_hard,math_num_theory_hard,0.7807675396284002
math_counting_and_prob_hard,math_prealgebra_hard,0.7729332140386587
math_counting_and_prob_hard,math_precalculus_hard,0.7544158469713763
math_counting_and_prob_hard,bbh_object_counting,0.15605761661153467
math_counting_and_prob_hard,DROP Test,0.11925607772968715
math_counting_and_prob_hard,gpqa_diamond,0.11385488854039953
math_geometry_hard,math_counting_and_prob_hard,0.8055582230192282
math_geometry_hard,math_algebra_hard,0.7858440125023084
math_geometry_hard,math_hard,0.7643602156094366
math_geometry_hard,math_precalculus_hard,0.7534024124345858
math_geometry_hard,math_intermediate_algebra_hard,0.7513099191400174
math_geometry_hard,math_num_theory_hard,0.7472605919610537
math_geometry_hard,math_prealgebra_hard,0.7424142941600718
math_geometry_hard,bbh_geometric_shapes,0.1369052767048633
math_geometry_hard,bbh_reasoning_about_colored_objects,0.13252832693935668
math_geometry_hard,gpqa_diamond,0.12682811063952384
math_hard,math_algebra_hard,0.8220570121931176
math_hard,math_counting_and_prob_hard,0.8111206518609225
math_hard,math_geometry_hard,0.7643602156094366
math_hard,math_intermediate_algebra_hard,0.751171247068772
math_hard,math_num_theory_hard,0.7465866117061513
math_hard,math_prealgebra_hard,0.742277263987475
math_hard,math_precalculus_hard,0.7242521511790713
math_hard,gpqa_diamond,0.16859792388052067
math_hard,gpqa_extended,0.13443218664996023
math_hard,bbh_boolean_expressions,0.09440692325017827
math_intermediate_algebra_hard,math_algebra_hard,0.8282443092698846
math_intermediate_algebra_hard,math_counting_and_prob_hard,0.7821945174116101
math_intermediate_algebra_hard,math_geometry_hard,0.7513099191400174
math_intermediate_algebra_hard,math_hard,0.751171247068772
math_intermediate_algebra_hard,math_prealgebra_hard,0.7491707386777685
math_intermediate_algebra_hard,math_precalculus_hard,0.7311846028089456
math_intermediate_algebra_hard,math_num_theory_hard,0.7269405999165193
math_intermediate_algebra_hard,gpqa_diamond,0.13445519265452385
math_intermediate_algebra_hard,bbh_boolean_expressions,0.1144937974653821
math_intermediate_algebra_hard,DROP Test,0.09171019263567144
math_num_theory_hard,math_counting_and_prob_hard,0.7807675396284002
math_num_theory_hard,math_algebra_hard,0.7654282264531049
math_num_theory_hard,math_geometry_hard,0.7472605919610537
math_num_theory_hard,math_hard,0.7465866117061513
math_num_theory_hard,math_intermediate_algebra_hard,0.7269405999165193
math_num_theory_hard,math_prealgebra_hard,0.7183335114237233
math_num_theory_hard,math_precalculus_hard,0.7010877175498211
math_num_theory_hard,bbh_boolean_expressions,0.109781024969956
math_num_theory_hard,gpqa_diamond,0.10588942536498884
math_num_theory_hard,DROP Test,0.08793523466439528
math_prealgebra_hard,math_algebra_hard,0.7888353324639445
math_prealgebra_hard,math_counting_and_prob_hard,0.7729332140386587
math_prealgebra_hard,math_intermediate_algebra_hard,0.7491707386777685
math_prealgebra_hard,math_geometry_hard,0.7424142941600718
math_prealgebra_hard,math_hard,0.742277263987475
math_prealgebra_hard,math_precalculus_hard,0.7225272646692548
math_prealgebra_hard,math_num_theory_hard,0.7183335114237233
math_prealgebra_hard,bbh_boolean_expressions,0.16671052035564674
math_prealgebra_hard,bbh_tracking_shuffled_objects_five_objects,0.1092978659817401
math_prealgebra_hard,bbh_tracking_shuffled_objects_three_objects,0.1092978659817401
math_precalculus_hard,math_counting_and_prob_hard,0.7544158469713763
math_precalculus_hard,math_geometry_hard,0.7534024124345858
math_precalculus_hard,math_algebra_hard,0.7414711267399349
math_precalculus_hard,math_intermediate_algebra_hard,0.7311846028089456
math_precalculus_hard,math_hard,0.7242521511790713
math_precalculus_hard,math_prealgebra_hard,0.7225272646692548
math_precalculus_hard,math_num_theory_hard,0.7010877175498211
math_precalculus_hard,bbh_reasoning_about_colored_objects,0.14959744642736697
math_precalculus_hard,bbh_boolean_expressions,0.11008834494122512
math_precalculus_hard,gpqa_diamond,0.10618585122883717
musr,musr_murder_mysteries,0.9074146699497275
musr,musr_object_placements,0.8508453079483526
musr,musr_team_allocation,0.8430830586232669
musr,bbh_logical_deduction_three_objects,0.18493968055139962
musr,bbh_logical_deduction_five_objects,0.18493968055139962
musr,bbh_logical_deduction_seven_objects,0.17362248605649755
musr,bbh_penguins_in_a_table,0.16169177197617912
musr,DROP Test,0.13609755187052672
musr,bbh_reasoning_about_colored_objects,0.1330089727635124
musr,Big-bench Hard,0.10344124793198048
musr_murder_mysteries,musr,0.9074146699497275
musr_murder_mysteries,musr_object_placements,0.7819222768674181
musr_murder_mysteries,musr_team_allocation,0.7747888113488516
musr_murder_mysteries,bbh_logical_deduction_three_objects,0.16184709689960955
musr_murder_mysteries,bbh_logical_deduction_five_objects,0.16184709689960955
musr_murder_mysteries,bbh_logical_deduction_seven_objects,0.15194302942968077
musr_murder_mysteries,bbh_penguins_in_a_table,0.15035957103298486
musr_murder_mysteries,DROP Test,0.1299566828413044
musr_murder_mysteries,bbh_reasoning_about_colored_objects,0.1279104900164516
musr_murder_mysteries,bbh_object_counting,0.10773551442985466
musr_object_placements,musr,0.8508453079483526
musr_object_placements,musr_murder_mysteries,0.7819222768674181
musr_object_placements,musr_team_allocation,0.7312430557128723
musr_object_placements,bbh_logical_deduction_three_objects,0.18552639144951036
musr_object_placements,bbh_logical_deduction_five_objects,0.18552639144951036
musr_object_placements,bbh_geometric_shapes,0.18388167544977296
musr_object_placements,bbh_logical_deduction_seven_objects,0.17417329378160404
musr_object_placements,bbh_penguins_in_a_table,0.17235816500897216
musr_object_placements,bbh_navigate,0.1714036220407599
musr_object_placements,bbh_reasoning_about_colored_objects,0.14662463581914356
musr_team_allocation,musr,0.8430830586232669
musr_team_allocation,musr_murder_mysteries,0.7747888113488516
musr_team_allocation,musr_object_placements,0.7312430557128723
musr_team_allocation,bbh_movie_recommendation,0.20221137754465068
musr_team_allocation,bbh_logical_deduction_three_objects,0.19967958675420006
musr_team_allocation,bbh_logical_deduction_five_objects,0.19967958675420006
musr_team_allocation,bbh_logical_deduction_seven_objects,0.18746039878317464
musr_team_allocation,bbh_penguins_in_a_table,0.18547216065920194
musr_team_allocation,bbh_reasoning_about_colored_objects,0.15928329582330078
musr_team_allocation,bbh_tracking_shuffled_objects_five_objects,0.1460027929325276
