model,dataset,eval_accuracy
josiev4o-8b-stage1-v4,bbh_ruin_names,0.00468
josiev4o-8b-stage1-v4,bbh_salient_translation_error_detection,0.00402
josiev4o-8b-stage1-v4,bbh_snarks,0.006067415730337078
josiev4o-8b-stage1-v4,bbh_sports_understanding,0.0073
josiev4o-8b-stage1-v4,bbh_temporal_sequences,0.0009
josiev4o-8b-stage1-v4,bbh_tracking_shuffled_objects_five_objects,0.00212
josiev4o-8b-stage1-v4,bbh_tracking_shuffled_objects_seven_objects,0.0013
josiev4o-8b-stage1-v4,bbh_tracking_shuffled_objects_three_objects,0.00298
josiev4o-8b-stage1-v4,bbh_web_of_lies,0.00488
josiev4o-8b-stage1-v4,gpqa_diamond,0.0024242424242424242
josiev4o-8b-stage1-v4,gpqa_extended,0.003067765567765568
josiev4o-8b-stage1-v4,GPQA,0.0029464285714285708
josiev4o-8b-stage1-v4,math_algebra_hard,0.0007573289902280129
josiev4o-8b-stage1-v4,math_counting_and_prob_hard,0.00024390243902439
josiev4o-8b-stage1-v4,math_geometry_hard,0.000246212121212121
josiev4o-8b-stage1-v4,math_hard,0.00045883685800604204
josiev4o-8b-stage1-v4,math_intermediate_algebra_hard,0.000151785714285714
josiev4o-8b-stage1-v4,math_precalculus_hard,0.000166666666666666
josiev4o-8b-stage1-v4,MMLU-Pro,0.0033041057180851056
josiev4o-8b-stage1-v4,musr,0.003644179894179894
josiev4o-8b-stage1-v4,musr_murder_mysteries,0.005180000000000001
josiev4o-8b-stage1-v4,musr_team_allocation,0.00256
jajuka-3b,bbh_boolean_expressions,0.00804
jajuka-3b,bbh_causal_judgement,0.006203208556149733
jajuka-3b,bbh_date_understanding,0.00544
jajuka-3b,bbh_formal_fallacies,0.00512
jajuka-3b,bbh_geometric_shapes,0.00328
jajuka-3b,bbh_logical_deduction_five_objects,0.0044800000000000005
jajuka-3b,bbh_logical_deduction_seven_objects,0.0034799999999999996
jajuka-3b,bbh_movie_recommendation,0.0064800000000000005
jajuka-3b,bbh_object_counting,0.00456
jajuka-3b,bbh_penguins_in_a_table,0.003904109589041096
jajuka-3b,bbh_reasoning_about_colored_objects,0.004
jajuka-3b,bbh_ruin_names,0.005719999999999999
jajuka-3b,bbh_salient_translation_error_detection,0.0028000000000000004
jajuka-3b,bbh_snarks,0.00550561797752809
jajuka-3b,bbh_sports_understanding,0.00668
jajuka-3b,bbh_temporal_sequences,0.00244
jajuka-3b,bbh_tracking_shuffled_objects_five_objects,0.0015199999999999999
jajuka-3b,bbh_tracking_shuffled_objects_seven_objects,0.00136
jajuka-3b,bbh_web_of_lies,0.00512
jajuka-3b,gpqa,0.002659395973154362
jajuka-3b,gpqa_diamond,0.002777777777777778
jajuka-3b,gpqa_extended,0.0026190476190476194
jajuka-3b,GPQA,0.00265625
jajuka-3b,math_algebra_hard,0.003061889250814332
jajuka-3b,math_geometry_hard,0.0006818181818181809
jajuka-3b,math_hard,0.0015936555891238671
jajuka-3b,math_num_theory_hard,0.001298701298701298
jajuka-3b,math_prealgebra_hard,0.003212435233160621
jajuka-3b,math_precalculus_hard,0.000222222222222222
jajuka-3b,MMLU-Pro,0.0031374667553191486
jajuka-3b,musr_murder_mysteries,0.0054800000000000005
jajuka-3b,musr_team_allocation,0.00272
jallabi-34b,bbh_boolean_expressions,0.00836
jallabi-34b,bbh_causal_judgement,0.00679144385026738
jallabi-34b,bbh_date_understanding,0.006960000000000001
jallabi-34b,bbh_disambiguation_qa,0.007040000000000001
jallabi-34b,bbh_formal_fallacies,0.00592
jallabi-34b,bbh_geometric_shapes,0.0034799999999999996
jallabi-34b,bbh_hyperbaton,0.007079999999999999
jallabi-34b,bbh_logical_deduction_five_objects,0.0058
jallabi-34b,bbh_logical_deduction_seven_objects,0.0052
jallabi-34b,bbh_logical_deduction_three_objects,0.007639999999999999
jallabi-34b,bbh_movie_recommendation,0.00832
jallabi-34b,bbh_navigate,0.00592
jallabi-34b,bbh_penguins_in_a_table,0.005958904109589042
jallabi-34b,bbh_reasoning_about_colored_objects,0.00676
jallabi-34b,bbh_ruin_names,0.008039999999999999
jallabi-34b,bbh_snarks,0.008370786516853933
jallabi-34b,bbh_sports_understanding,0.009000000000000001
jallabi-34b,bbh_temporal_sequences,0.00484
jallabi-34b,bbh_tracking_shuffled_objects_five_objects,0.0022400000000000002
jallabi-34b,bbh_web_of_lies,0.0057599999999999995
jallabi-34b,gpqa,0.003389261744966443
jallabi-34b,gpqa_diamond,0.002979797979797979
jallabi-34b,gpqa_extended,0.003516483516483517
jallabi-34b,GPQA,0.0034151785714285707
jallabi-34b,math_algebra_hard,0.000933767643865363
jallabi-34b,math_counting_and_prob_hard,0.00029810298102981
jallabi-34b,math_geometry_hard,2.5252525252525e-05
jallabi-34b,math_intermediate_algebra_hard,0.00013095238095238
jallabi-34b,math_num_theory_hard,0.000173160173160173
jallabi-34b,math_prealgebra_hard,0.001070811744386873
jallabi-34b,math_precalculus_hard,0.0
jallabi-34b,MMLU-Pro,0.004681682180851064
jallabi-34b,musr_murder_mysteries,0.005719999999999999
jallabi-34b,musr_object_placements,0.0039453125
jallabi-34b,musr_team_allocation,0.0048
jekyl-8b-sce,Big-bench Hard,0.004978302378059365
jekyl-8b-sce,bbh_boolean_expressions,0.008159999999999999
jekyl-8b-sce,bbh_causal_judgement,0.006042780748663101
jekyl-8b-sce,bbh_date_understanding,0.0044
jekyl-8b-sce,bbh_disambiguation_qa,0.00388
jekyl-8b-sce,bbh_formal_fallacies,0.00544
jekyl-8b-sce,bbh_geometric_shapes,0.00336
jekyl-8b-sce,bbh_hyperbaton,0.00688
jekyl-8b-sce,bbh_logical_deduction_five_objects,0.00428
jekyl-8b-sce,bbh_logical_deduction_seven_objects,0.00464
jekyl-8b-sce,bbh_logical_deduction_three_objects,0.00592
jekyl-8b-sce,bbh_navigate,0.005719999999999999
jekyl-8b-sce,bbh_object_counting,0.00504
jekyl-8b-sce,bbh_penguins_in_a_table,0.004383561643835616
jekyl-8b-sce,bbh_ruin_names,0.007039999999999999
jekyl-8b-sce,bbh_salient_translation_error_detection,0.00468
jekyl-8b-sce,bbh_snarks,0.0061797752808988755
jekyl-8b-sce,bbh_sports_understanding,0.0066
jekyl-8b-sce,bbh_temporal_sequences,0.0035199999999999997
jekyl-8b-sce,bbh_tracking_shuffled_objects_seven_objects,0.0017599999999999998
jekyl-8b-sce,bbh_tracking_shuffled_objects_three_objects,0.0032400000000000003
jekyl-8b-sce,gpqa_diamond,0.0034343434343434343
jekyl-8b-sce,gpqa_extended,0.0032600732600732603
jekyl-8b-sce,math_geometry_hard,0.000719696969696969
jekyl-8b-sce,math_hard,0.001593655589123866
jekyl-8b-sce,math_intermediate_algebra_hard,0.000196428571428571
jekyl-8b-sce,math_num_theory_hard,0.001103896103896104
jekyl-8b-sce,math_prealgebra_hard,0.003056994818652849
jekyl-8b-sce,MMLU-Pro,0.003686003989361702
jekyl-8b-sce,musr,0.004193121693121693
jekyl-8b-sce,musr_team_allocation,0.0032
jigsaw-14b-linear,bbh_date_understanding,0.00768
jigsaw-14b-linear,bbh_disambiguation_qa,0.00664
jigsaw-14b-linear,bbh_formal_fallacies,0.00772
jigsaw-14b-linear,bbh_geometric_shapes,0.00528
jigsaw-14b-linear,bbh_logical_deduction_five_objects,0.00672
jigsaw-14b-linear,bbh_logical_deduction_seven_objects,0.0057599999999999995
jigsaw-14b-linear,bbh_logical_deduction_three_objects,0.009439999999999999
jigsaw-14b-linear,bbh_movie_recommendation,0.00792
jigsaw-14b-linear,bbh_navigate,0.00688
jigsaw-14b-linear,bbh_object_counting,0.00532
jigsaw-14b-linear,bbh_penguins_in_a_table,0.0070547945205479455
jigsaw-14b-linear,bbh_reasoning_about_colored_objects,0.00844
jigsaw-14b-linear,bbh_ruin_names,0.00904
jigsaw-14b-linear,bbh_salient_translation_error_detection,0.00592
jigsaw-14b-linear,bbh_snarks,0.008146067415730337
jigsaw-14b-linear,bbh_temporal_sequences,0.01
jigsaw-14b-linear,bbh_tracking_shuffled_objects_five_objects,0.0028799999999999997
jigsaw-14b-linear,bbh_tracking_shuffled_objects_seven_objects,0.0032
jigsaw-14b-linear,bbh_tracking_shuffled_objects_three_objects,0.0037199999999999998
jigsaw-14b-linear,bbh_web_of_lies,0.00536
jigsaw-14b-linear,gpqa,0.003406040268456375
jigsaw-14b-linear,gpqa_diamond,0.003333333333333333
jigsaw-14b-linear,GPQA,0.003392857142857143
jigsaw-14b-linear,math_algebra_hard,0.004788273615635179
jigsaw-14b-linear,math_counting_and_prob_hard,0.001788617886178861
jigsaw-14b-linear,math_geometry_hard,0.000909090909090909
jigsaw-14b-linear,math_hard,0.0026510574018126882
jigsaw-14b-linear,math_intermediate_algebra_hard,0.00075
jigsaw-14b-linear,math_num_theory_hard,0.0029220779220779218
jigsaw-14b-linear,math_prealgebra_hard,0.004715025906735751
jigsaw-14b-linear,MMLU-Pro,0.0052335438829787225
jigsaw-14b-linear,musr_murder_mysteries,0.005719999999999999
jigsaw-14b-linear,musr_object_placements,0.0030078125
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,Big-bench Hard,0.0032639009431233
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_boolean_expressions,0.0054
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_causal_judgement,0.004385026737967914
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_date_understanding,0.002893333333333333
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_formal_fallacies,0.00532
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_hyperbaton,0.004986666666666666
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_logical_deduction_five_objects,0.0027466666666666664
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_logical_deduction_seven_objects,0.0014933333333333328
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_movie_recommendation,0.005693333333333332
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_object_counting,0.002653333333333333
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_penguins_in_a_table,0.0027168949771689487
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_reasoning_about_colored_objects,0.001386666666666667
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_ruin_names,0.000946666666666666
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_salient_translation_error_detection,0.001413333333333333
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_temporal_sequences,0.00136
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_five_objects,0.001733333333333333
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_seven_objects,0.00132
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_three_objects,0.00332
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,bbh_web_of_lies,0.00488
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,gpqa,0.002536353467561521
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,gpqa_diamond,0.002474747474747475
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,gpqa_extended,0.002698412698412698
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,GPQA,0.002366071428571428
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_geometry_hard,0.000101010101010101
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_hard,0.000312185297079556
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_intermediate_algebra_hard,8.3333333333333e-05
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_num_theory_hard,0.000129870129870129
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_prealgebra_hard,0.000535405872193436
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,math_precalculus_hard,4.9382716049382e-05
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,musr,0.003249559082892416
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,musr_murder_mysteries,0.004826666666666666
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,musr_object_placements,0.0021875
josiefied-qwen2-5-0-5b-instruct-abliterated-v1,musr_team_allocation,0.0027600000000000003
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,Big-bench Hard,0.003282416247179309
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_boolean_expressions,0.0054800000000000005
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_date_understanding,0.003
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_disambiguation_qa,0.00468
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_formal_fallacies,0.00532
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_hyperbaton,0.00504
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_logical_deduction_five_objects,0.0028000000000000004
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_movie_recommendation,0.005719999999999999
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_navigate,0.0057599999999999995
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_object_counting,0.00268
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_penguins_in_a_table,0.002671232876712329
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_reasoning_about_colored_objects,0.00136
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_ruin_names,0.00092
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_salient_translation_error_detection,0.0014399999999999999
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_snarks,0.004101123595505618
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_sports_understanding,0.0051600000000000005
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_temporal_sequences,0.0014399999999999999
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_tracking_shuffled_objects_five_objects,0.00168
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_tracking_shuffled_objects_seven_objects,0.00132
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_tracking_shuffled_objects_three_objects,0.0034000000000000002
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,bbh_web_of_lies,0.00488
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,gpqa,0.002575503355704698
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,gpqa_diamond,0.002474747474747475
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,GPQA,0.002410714285714285
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_algebra_hard,0.001123778501628664
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_counting_and_prob_hard,0.000284552845528455
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_geometry_hard,7.5757575757575e-05
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_num_theory_hard,0.000324675324675324
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_prealgebra_hard,0.0008031088082901549
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,math_precalculus_hard,0.0
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,MMLU-Pro,0.00163813164893617
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,musr,0.00324074074074074
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,musr_murder_mysteries,0.0048
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,musr_object_placements,0.0021875
josiefied-qwen2-5-0-5b-instruct-abliterated-v1-float32,musr_team_allocation,0.0027600000000000003
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,Big-bench Hard,0.00414858531504947
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_boolean_expressions,0.00848
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_causal_judgement,0.005401069518716578
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_date_understanding,0.004040000000000001
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_hyperbaton,0.0066
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_logical_deduction_five_objects,0.0028399999999999996
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_logical_deduction_seven_objects,0.00228
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_logical_deduction_three_objects,0.00388
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_movie_recommendation,0.00664
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_navigate,0.00584
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_object_counting,0.003960000000000001
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_penguins_in_a_table,0.004726027397260274
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_ruin_names,0.00308
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_salient_translation_error_detection,0.0028799999999999997
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_snarks,0.005337078651685393
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_sports_understanding,0.00588
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_temporal_sequences,0.0015199999999999999
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_five_objects,0.00168
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_seven_objects,0.0014000000000000002
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,bbh_tracking_shuffled_objects_three_objects,0.0032400000000000003
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,gpqa,0.002432885906040268
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,gpqa_extended,0.0026739926739926738
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_counting_and_prob_hard,0.00043360433604336
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_geometry_hard,0.000353535353535353
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_intermediate_algebra_hard,0.00034523809523809496
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_num_theory_hard,0.000411255411255411
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_prealgebra_hard,0.001364421416234887
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,math_precalculus_hard,0.000172839506172839
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,MMLU-Pro,0.0027825797872340417
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,musr_murder_mysteries,0.00484
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,musr_object_placements,0.0023046875
josiefied-qwen2-5-1-5b-instruct-abliterated-v1,musr_team_allocation,0.00388
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,Big-bench Hard,0.004009720534629404
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_boolean_expressions,0.008080000000000002
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_date_understanding,0.0044
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_disambiguation_qa,0.004079999999999999
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_formal_fallacies,0.00512
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_geometric_shapes,0.00196
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_hyperbaton,0.00612
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_logical_deduction_five_objects,0.00256
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_logical_deduction_seven_objects,0.00196
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_logical_deduction_three_objects,0.00388
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_movie_recommendation,0.00656
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_navigate,0.00616
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_object_counting,0.0036
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_reasoning_about_colored_objects,0.0034799999999999996
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_salient_translation_error_detection,0.0026
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_snarks,0.005224719101123596
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_sports_understanding,0.00604
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_temporal_sequences,0.00132
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_tracking_shuffled_objects_five_objects,0.00164
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_tracking_shuffled_objects_seven_objects,0.0014000000000000002
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_tracking_shuffled_objects_three_objects,0.0034000000000000002
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,bbh_web_of_lies,0.0051600000000000005
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,gpqa_diamond,0.002373737373737373
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,GPQA,0.002165178571428571
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_algebra_hard,0.001020629750271444
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_counting_and_prob_hard,0.00024390243902439
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_geometry_hard,0.000202020202020202
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_hard,0.000498489425981873
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_intermediate_algebra_hard,0.00013095238095238
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_num_theory_hard,0.000194805194805194
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_prealgebra_hard,0.001053540587219343
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,math_precalculus_hard,0.000148148148148148
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,MMLU-Pro,0.0025615026595744677
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,musr_murder_mysteries,0.00504
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,musr_object_placements,0.002265625
josiefied-qwen2-5-1-5b-instruct-abliterated-v2,musr_team_allocation,0.004000000000000001
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,Big-bench Hard,0.00402187120291616
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_boolean_expressions,0.008039999999999999
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_date_understanding,0.00452
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_disambiguation_qa,0.00432
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_formal_fallacies,0.00508
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_hyperbaton,0.00596
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_logical_deduction_five_objects,0.00248
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_logical_deduction_seven_objects,0.00192
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_logical_deduction_three_objects,0.00388
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_navigate,0.0060799999999999995
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_penguins_in_a_table,0.0042465753424657535
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_reasoning_about_colored_objects,0.0035199999999999997
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_ruin_names,0.00292
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_salient_translation_error_detection,0.00244
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_snarks,0.005168539325842697
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_sports_understanding,0.00592
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_temporal_sequences,0.00164
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_tracking_shuffled_objects_five_objects,0.0016
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_tracking_shuffled_objects_seven_objects,0.00136
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_tracking_shuffled_objects_three_objects,0.00344
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,bbh_web_of_lies,0.00528
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,gpqa_diamond,0.002373737373737373
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,gpqa_extended,0.0026190476190476194
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,GPQA,0.002232142857142857
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_counting_and_prob_hard,0.00035230352303522997
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_geometry_hard,0.000176767676767676
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_hard,0.000480866062437059
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_intermediate_algebra_hard,0.000166666666666666
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_num_theory_hard,0.000194805194805194
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_prealgebra_hard,0.0008635578583765111
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,math_precalculus_hard,4.9382716049382e-05
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,MMLU-Pro,0.002555684840425531
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,musr_murder_mysteries,0.00488
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,musr_object_placements,0.002265625
josiefied-qwen2-5-1-5b-instruct-abliterated-v3,musr_team_allocation,0.003960000000000001
josiefied-qwen2-5-14b-instruct-abliterated-v4,Big-bench Hard,0.006332233987155008
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_causal_judgement,0.006310160427807486
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_date_understanding,0.00672
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_geometric_shapes,0.00504
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_hyperbaton,0.00736
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_logical_deduction_five_objects,0.0064800000000000005
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_logical_deduction_three_objects,0.0092
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_movie_recommendation,0.00624
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_navigate,0.0074399999999999996
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_penguins_in_a_table,0.006712328767123288
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_salient_translation_error_detection,0.0062
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_snarks,0.007752808988764045
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_sports_understanding,0.0074399999999999996
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_tracking_shuffled_objects_seven_objects,0.0014000000000000002
josiefied-qwen2-5-14b-instruct-abliterated-v4,bbh_web_of_lies,0.00544
josiefied-qwen2-5-14b-instruct-abliterated-v4,gpqa,0.0034228187919463087
josiefied-qwen2-5-14b-instruct-abliterated-v4,gpqa_diamond,0.003333333333333333
josiefied-qwen2-5-14b-instruct-abliterated-v4,gpqa_extended,0.003406593406593406
josiefied-qwen2-5-14b-instruct-abliterated-v4,math_algebra_hard,0.004104234527687296
josiefied-qwen2-5-14b-instruct-abliterated-v4,math_counting_and_prob_hard,0.002967479674796748
josiefied-qwen2-5-14b-instruct-abliterated-v4,math_geometry_hard,0.001742424242424242
josiefied-qwen2-5-14b-instruct-abliterated-v4,math_hard,0.002711480362537764
